"post_id","post_type","post_title","post_date_formatted","permalink","intro_text"
10000,"association","Opendata.ch - Swiss chapter of Open Knowledge","7.12.2019","https://opendata.ch/organisation/spenden/","Wir setzen uns für die Öffnung von Daten ein und animieren deren Weiternutzung mit diversen Massnahmen, wie z.B. Veranstaltungen, Dialogförderung, politischen Empfehlungen und Community Building."
